Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,0,0,0,0
8.4,2,0,0,2
8,3,0,2,4
7.6,3,0,2,4
7.2,4,0,3,5
6.8,4,0,4,6
6.4,5,0,4,7
6,5,0,4,7
5.6,7,0,7,9
5.2,6,0,10,9
4.8,7,1,9,10
4.4,8,1,9,11
4,7,1,13,11
3.6,7,1,12,11
3.2,8,1,13,12
2.8,7,3,14,13
2.4,7,4,14,13
2,10,5,14,16
1.6,7,4,19,15
1.2,6,6,18,15
0.8,2,5,22,12
0.4,4,6,21,14
0,4,8,23,14
