Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,0,0,0,0
8.8,2,0,0,2
8.4,2,0,0,2
8,2,0,0,2
7.6,3,0,0,3
7.2,3,0,2,4
6.8,3,0,3,4
6.4,2,0,5,4
6,3,0,6,5
5.6,2,0,8,5
5.2,2,0,8,5
4.8,2,0,9,5
4.4,2,0,9,5
4,2,1,8,5
3.6,2,1,8,5
3.2,2,1,11,5
2.8,1,2,10,4
2.4,0,4,10,4
2,0,5,10,4
1.6,1,5,11,6
1.2,2,4,15,6
0.8,2,5,17,6
0.4,3,3,19,7
0,3,3,20,7
