Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,1,0,0,1
9.2,1,0,0,1
8.8,1,0,0,1
8.4,1,0,0,1
8,1,1,0,2
7.6,1,1,0,2
7.2,2,1,0,3
6.8,2,1,0,3
6.4,1,2,0,3
6,2,2,2,5
5.6,2,2,2,5
5.2,2,2,2,5
4.8,2,2,3,5
4.4,2,1,2,4
4,2,1,3,4
3.6,2,1,3,4
3.2,2,3,1,4
2.8,2,3,1,4
2.4,1,2,5,4
2,2,1,9,5
1.6,2,2,9,5
1.2,0,2,9,3
0.8,0,3,8,3
0.4,0,3,7,3
0,1,3,7,4
