time,nI,nA,nC,nColo
10,0,0,0,0
9.6,2,0,0,2
9.2,3,0,2,4
8.8,7,2,2,9
8.4,7,3,4,11
8,6,4,8,12
7.6,10,5,7,15
7.2,9,7,7,16
6.8,11,6,9,19
6.4,12,6,9,19
6,13,5,11,19
5.6,14,5,10,20
5.2,16,5,12,23
4.8,15,6,14,25
4.4,16,8,17,27
4,20,10,19,32
3.6,20,11,19,34
3.2,20,14,23,36
2.8,18,13,28,35
2.4,17,14,33,39
2,18,16,35,43
1.6,21,16,30,45
1.2,16,15,40,43
0.8,20,17,37,48
0.4,19,20,38,48
0,21,25,38,54
