Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,0,0,0,0
9.2,4,0,2,5
8.8,7,0,2,8
8.4,7,0,3,9
8,12,0,4,14
7.6,9,1,4,12
7.2,11,4,4,16
6.8,13,6,3,20
6.4,16,4,10,25
6,16,4,9,25
5.6,19,6,7,28
5.2,15,9,14,28
4.8,18,10,16,31
4.4,18,10,20,31
4,14,13,23,30
3.6,12,16,32,32
3.2,15,16,36,35
2.8,13,18,35,34
2.4,15,20,37,37
2,17,25,41,44
1.6,14,28,49,42
1.2,14,27,55,45
0.8,18,28,55,48
0.4,18,28,63,51
0,21,29,67,55
