Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,4,0,0,4
9.2,7,0,0,7
8.8,8,0,2,8
8.4,5,3,3,8
8,8,3,3,11
7.6,12,4,3,16
7.2,15,3,7,19
6.8,17,3,7,21
6.4,17,5,11,23
6,18,9,14,27
5.6,15,12,15,25
5.2,14,11,23,29
4.8,14,12,26,31
4.4,16,12,34,35
4,11,12,42,33
3.6,11,14,58,35
3.2,18,14,59,43
2.8,15,14,66,42
2.4,19,16,69,48
2,18,17,70,47
1.6,21,20,72,52
1.2,20,23,60,52
0.8,22,23,65,53
0.4,19,25,68,53
0,20,24,72,54
