Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,4,0,0,4
9.2,7,0,0,7
8.8,12,0,0,12
8.4,16,0,2,17
8,20,0,8,24
7.6,19,1,16,27
7.2,18,1,21,28
6.8,16,2,21,27
6.4,19,5,21,33
6,19,8,23,36
5.6,21,9,22,39
5.2,20,9,24,39
4.8,19,9,36,44
4.4,21,12,34,49
4,18,10,46,47
3.6,19,9,51,48
3.2,20,10,63,51
2.8,19,12,59,51
2.4,18,13,57,50
2,20,15,59,52
1.6,18,15,67,51
1.2,17,17,71,51
0.8,16,12,76,49
0.4,15,13,74,48
0,17,14,78,53
