Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,4,0,0,4
9.2,8,0,0,8
8.8,12,2,3,16
8.4,12,2,2,16
8,14,2,4,19
7.6,18,3,4,23
7.2,17,5,10,26
6.8,16,5,15,28
6.4,14,4,22,27
6,16,10,20,31
5.6,16,10,24,32
5.2,16,11,30,36
4.8,18,11,34,40
4.4,16,12,33,39
4,18,15,32,43
3.6,18,17,34,44
3.2,13,18,42,43
2.8,14,23,42,45
2.4,13,25,47,45
2,13,27,42,47
1.6,15,30,49,52
1.2,15,28,51,51
0.8,13,24,57,47
0.4,14,23,63,49
0,15,25,74,50
