Time,nI,nA,nC,nColo
10,0,0,0,0
9.6,8,0,0,8
9.2,9,1,0,10
8.8,9,2,0,11
8.4,9,3,2,13
8,16,3,2,20
7.6,19,4,1,23
7.2,18,6,7,25
6.8,19,7,13,28
6.4,15,8,14,26
6,13,8,22,26
5.6,15,7,24,29
5.2,18,9,27,33
4.8,22,11,30,40
4.4,19,16,33,41
4,22,17,36,47
3.6,25,19,43,53
3.2,21,20,48,52
2.8,24,19,59,55
2.4,22,21,64,54
2,24,21,65,57
1.6,21,20,68,55
1.2,21,23,72,58
0.8,22,26,70,59
0.4,21,29,75,58
0,19,31,80,57
